length_s,rate,wav_location,species,key,bird_id,start_time,end_time,spectrogram,syllables_sequence_pos,syllables_sequence_id
1.4698412698412697,44100,tutorial_birds_dataset\Junco-hyemalis-139623_F1\Junco-hyemalis-139623_F1_bout3.wav,Junco-hyemalis,bout3,139623,0.7501587301587301,0.7984126984126984,"[[11 11 11 ... 11 11 11]
 [11 11 11 ... 11 11 11]
 [11 11 11 ... 11 11 11]
 ...
 [11 11 11 ... 11 11 11]
 [11 11 11 ... 11 11 11]
 [11 11 11 ... 11 11 11]]",8,2
1.4698412698412697,44100,tutorial_birds_dataset\Junco-hyemalis-139623_F1\Junco-hyemalis-139623_F1_bout3.wav,Junco-hyemalis,bout3,139623,0.8149206349206348,0.8622222222222222,"[[13 13 13 ... 13 13 13]
 [13 13 13 ... 13 13 13]
 [13 13 13 ... 13 13 13]
 ...
 [13 13 13 ... 13 13 13]
 [13 13 13 ... 13 13 13]
 [13 13 13 ... 13 13 13]]",9,2
1.4698412698412697,44100,tutorial_birds_dataset\Junco-hyemalis-139623_F1\Junco-hyemalis-139623_F1_bout3.wav,Junco-hyemalis,bout3,139623,0.8812698412698412,0.926031746031746,"[[8 8 8 ... 8 8 8]
 [8 8 8 ... 8 8 8]
 [8 8 8 ... 8 8 8]
 ...
 [8 8 8 ... 8 8 8]
 [8 8 8 ... 8 8 8]
 [8 8 8 ... 8 8 8]]",10,2
1.4698412698412697,44100,tutorial_birds_dataset\Junco-hyemalis-139623_F1\Junco-hyemalis-139623_F1_bout3.wav,Junco-hyemalis,bout3,139623,0.9488888888888888,0.9965079365079365,"[[10 10 10 ... 10 10 10]
 [10 10 10 ... 10 10 10]
 [10 10 10 ... 10 10 10]
 ...
 [10 10 10 ... 10 10 10]
 [10 10 10 ... 10 10 10]
 [10 10 10 ... 10 10 10]]",11,2
1.4698412698412697,44100,tutorial_birds_dataset\Junco-hyemalis-139623_F1\Junco-hyemalis-139623_F1_bout3.wav,Junco-hyemalis,bout3,139623,1.0165079365079366,1.065079365079365,"[[8 8 8 ... 8 8 8]
 [8 8 8 ... 8 8 8]
 [8 8 8 ... 8 8 8]
 ...
 [8 8 8 ... 8 8 8]
 [8 8 8 ... 8 8 8]
 [8 8 8 ... 8 8 8]]",12,2
1.4698412698412697,44100,tutorial_birds_dataset\Junco-hyemalis-139623_F1\Junco-hyemalis-139623_F1_bout3.wav,Junco-hyemalis,bout3,139623,1.0834920634920633,1.1323809523809523,"[[14 14 14 ... 14 14 14]
 [14 14 14 ... 14 14 14]
 [14 14 14 ... 14 14 14]
 ...
 [14 14 14 ... 14 14 14]
 [14 14 14 ... 14 14 14]
 [14 14 14 ... 14 14 14]]",13,2
1.4698412698412697,44100,tutorial_birds_dataset\Junco-hyemalis-139623_F1\Junco-hyemalis-139623_F1_bout3.wav,Junco-hyemalis,bout3,139623,1.152063492063492,1.202222222222222,"[[11 11 11 ... 11 11 11]
 [11 11 11 ... 11 11 11]
 [11 11 11 ... 11 11 11]
 ...
 [11 11 11 ... 11 11 11]
 [11 11 11 ... 11 11 11]
 [11 11 11 ... 11 11 11]]",14,2
1.4698412698412697,44100,tutorial_birds_dataset\Junco-hyemalis-139623_F1\Junco-hyemalis-139623_F1_bout3.wav,Junco-hyemalis,bout3,139623,1.2231746031746031,1.263809523809524,"[[6 6 6 ... 6 6 6]
 [6 6 6 ... 6 6 6]
 [6 6 6 ... 6 6 6]
 ...
 [6 6 6 ... 6 6 6]
 [6 6 6 ... 6 6 6]
 [6 6 6 ... 6 6 6]]",15,2
1.4698412698412697,44100,tutorial_birds_dataset\Junco-hyemalis-139623_F1\Junco-hyemalis-139623_F1_bout3.wav,Junco-hyemalis,bout3,139623,1.2904761904761903,1.3326984126984125,"[[14 14 14 ... 14 14 14]
 [14 14 14 ... 14 14 14]
 [14 14 14 ... 14 14 14]
 ...
 [14 14 14 ... 14 14 14]
 [14 14 14 ... 14 14 14]
 [14 14 14 ... 14 14 14]]",16,2
1.4698412698412697,44100,tutorial_birds_dataset\Junco-hyemalis-139623_F1\Junco-hyemalis-139623_F1_bout3.wav,Junco-hyemalis,bout3,139623,1.36,1.4507936507936505,"[[21 21 21 ... 21 21 21]
 [21 21 21 ... 21 21 21]
 [21 21 21 ... 21 21 21]
 ...
 [21 21 21 ... 21 21 21]
 [21 21 21 ... 21 21 21]
 [21 21 21 ... 21 21 21]]",17,2
